text,dep,pos,head_text,head_pos,head_dep,next_verb,entity_label,frequency_in_doc,sentence_loc,sentence_num,label
directors,pobj,NOUN,by,ADP,agent,approved,nonent,1,23,0,none
both companies,pobj,NOUN,of,ADP,prep,approved,nonent,1,-1,0,none
Sobeys Stores Ltd,pobj,PROPN,of,ADP,prep,acquire,ORG,1,10,0,acquired
Empire Co Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
a unit,nsubj,NOUN,purchased,VERB,ccomp,purchased,nonent,1,5,0,none
a 6.99 pct interest,dobj,NOUN,purchased,VERB,ccomp,purchased,nonent,1,8,0,none
Cincinnati,nmod,PROPN,system,NOUN,pobj,purchased,GPE,2,14,0,acqloc
Cellular Communications Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
GAF Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,exploring,VERB,ccomp,exploring,nonent,15,3,0,none
its options,dobj,NOUN,exploring,VERB,ccomp,exploring,nonent,1,6,0,none
response,pobj,NOUN,in,ADP,prep,exploring,nonent,1,9,0,none
Merrill Lynch Capital Partners' 4.23 billion dlr offer,pobj,NOUN,to,ADP,prep,exploring,nonent,1,11,0,none
Borg-Warner Corp,pobj,PROPN,for,ADP,prep,exploring,ORG,1,-1,0,none
it,nsubj,PRON,asked,VERB,conj,asked,nonent,15,3,0,none
all information,pobj,NOUN,for,ADP,prep,supplied,nonent,1,27,0,none
that,nsubjpass,PRON,supplied,VERB,relcl,supplied,nonent,2,29,0,none
4.23 billion dlr,nummod,NUM,dlr,NOUN,compound,exploring,MONEY,1,15,0,drlamt
A GAF spokesman,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
the company,nsubj,NOUN,asked,VERB,ccomp,asked,nonent,1,4,1,none
the information,pobj,NOUN,for,ADP,prep,asked,nonent,1,8,1,none
GAF,dobj,PROPN,enable,VERB,advcl,enable,nonent,6,1,1,none
its alternatives,dobj,NOUN,evaluate,VERB,xcomp,evaluate,nonent,1,-1,1,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,3,5,0,none
the majority,dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,8,0,none
the assets,pobj,NOUN,of,ADP,prep,acquired,nonent,1,11,0,none
business,conj,NOUN,assets,NOUN,pobj,acquired,nonent,1,14,0,none
Ore.,appos,PROPN,Salem,PROPN,pobj,acquired,GPE,1,-1,0,none
Springfield,pobj,PROPN,of,ADP,prep,acquired,GPE,1,-1,0,none
Va.,appos,PROPN,Springfield,PROPN,pobj,acquired,GPE,1,-1,0,none
Allied Research Inc,pobj,PROPN,of,ADP,prep,acquired,ORG,1,16,0,acquired
": ""Consolidated Insurance Services Inc",conj,PROPN,Inc,PROPN,pobj,acquired,nonent,0,-1,0,acqbus
"Salem, Ore.",pobj,PROPN,of,ADP,prep,acquired,nonent,1,-1,0,drlamt
undisclosed,pobj,PROPN,of,ADP,prep,acquired,nonent,1,31,0,seller
"R: ""Policy Management Systems Corp",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
the two companies,nsubj,NOUN,provide,VERB,ccomp,had,nonent,1,-1,1,none
which,nsubj,PRON,had,VERB,relcl,had,nonent,1,5,1,none
combined 1986 revenues,dobj,NOUN,had,VERB,relcl,had,nonent,1,7,1,none
about two mln dlrs,pobj,NOUN,of,ADP,prep,had,MONEY,1,-1,1,none
property and casualty insurers,pobj,NOUN,to,ADP,prep,provide,nonent,1,-1,1,none
underwriting information services,dobj,NOUN,provide,VERB,ccomp,provide,nonent,1,16,1,acqloc
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,3,3,0,none
the acquisition,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,5,0,none
Ill.,appos,PROPN,Bensenville,PROPN,pobj,based,GPE,1,17,0,none
Holleb and Co,pobj,PROPN,of,ADP,prep,based,ORG,1,8,0,acquired
foodservice distributor,compound,NOUN,distributor,NOUN,appos,based,nonent,1,12,0,acqbus
"Bensenville, Ill",pobj,PROPN,in,ADP,prep,based,nonent,1,-1,0,acqloc
Kraft Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Terms,nsubjpass,PROPN,withheld,VERB,ROOT,withheld,nonent,1,0,1,none
the successful bidder,attr,NOUN,is,AUX,ROOT,according,nonent,1,4,0,none
a published report,pobj,NOUN,to,ADP,prep,published,nonent,1,-1,0,none
Dome Petroleum Ltd,pobj,PROPN,for,ADP,prep,laden,ORG,1,-1,0,acquired
Amoco Corp,nsubj,PROPN,is,AUX,ROOT,according,nonent,2,0,0,purchaser
Industrial Equity (Pacific) Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,-1,0,none
a Hong Kong investment firm,appos,NOUN,Ltd,PROPN,nsubj,said,nonent,1,-1,0,none
it,nsubj,PRON,raised,VERB,ccomp,raised,nonent,7,10,0,none
its stake,dobj,NOUN,raised,VERB,ccomp,raised,nonent,1,12,0,none
"3,712,860 shares",pobj,NOUN,to,ADP,prep,raised,nonent,1,-1,0,none
12.2 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,21,0,none
the total outstanding common stock,pobj,NOUN,of,ADP,prep,raised,nonent,1,-1,0,none
"3,312,460 shares",pobj,NOUN,from,ADP,prep,raised,nonent,1,-1,0,none
10.9 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,-1,0,none
CalMat Co,pobj,PROPN,in,ADP,prep,raised,ORG,1,15,0,acquired
International H.R.S. Industries Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,reduce,VERB,ccomp,reduce,nonent,7,5,0,none
its stake,dobj,NOUN,reduce,VERB,ccomp,reduce,nonent,1,8,0,none
22 pct,pobj,NOUN,to,ADP,prep,reduce,PERCENT,1,16,0,none
52 pct,pobj,NOUN,from,ADP,prep,reduce,PERCENT,1,19,0,none
return,pobj,NOUN,in,ADP,prep,reduce,nonent,1,22,0,none
6.3 mln U.S. dlrs,pobj,NOUN,for,ADP,prep,reduce,MONEY,1,24,0,none
Qintex Inc's Qintex America (Media) Ltd unit,pobj,NOUN,from,ADP,prep,reduce,nonent,1,-1,0,none
Hal Roach Studios Inc,pobj,PROPN,in,ADP,prep,reduce,ORG,1,11,0,acquired
Qintex America (Media) Ltd,punct,PROPN,Ltd,PROPN,compound,reduce,ORG,1,31,0,purchaser
International H.R.S. Industries Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
would reduce,ccomp,VERB,said,VERB,ROOT,said,nonent,1,6,0,status
H.R.S.,nsubj,PROPN,said,VERB,ROOT,said,nonent,7,0,1,none
the deal's first stage,pobj,NOUN,under,ADP,prep,closng,nonent,1,-1,1,none
it,nsubj,PRON,sell,VERB,ccomp,sell,nonent,7,11,1,none
"Qintex 900,000 Hal Roach shares",dobj,NOUN,sell,VERB,ccomp,sell,nonent,1,14,1,none
seven U.S. dlrs,pobj,NOUN,at,ADP,prep,sell,MONEY,1,20,1,none
a total,pobj,NOUN,for,ADP,prep,sell,nonent,1,27,1,none
6.3 mln dlrs,pobj,NOUN,of,ADP,prep,sell,MONEY,1,30,1,none
H.R.S.,dative,PROPN,repay,VERB,conj,repay,nonent,7,0,1,none
3.3 mln U.S. dlrs,dobj,NOUN,repay,VERB,conj,repay,MONEY,1,38,1,none
advances,pobj,NOUN,of,ADP,prep,repay,nonent,1,-1,1,none
Northern Foods Plc,nsubj,PROPN, ,SPACE,dep,said,ORG,1,0,0,none
Nevada,pobj,PROPN,of,ADP,prep,sell,GPE,1,21,0,none
24.6 mln dlrs cash,pobj,NOUN,for,ADP,prep,sell,nonent,1,-1,0,none
Flagship Cleaning Services Inc,dobj,PROPN,sell,VERB,xcomp,sell,ORG,1,12,0,acquired
Best Co Inc,pobj,PROPN,to,ADP,dative,sell,ORG,1,17,0,purchaser
Northserv Inc,compound,PROPN,Inc,PROPN,compound,agreed,ORG,1,5,0,seller
agreed to sell,aux,PART,sell,VERB,xcomp,sell,nonent,1,9,0,status
Completion,nsubj,PROPN,is,AUX,ROOT,is,nonent,1,0,1,none
April,pobj,PROPN,on,ADP,prep,is,nonent,1,4,1,none
the Canadian government,nsubj,NOUN,approved,VERB,ccomp,approved,nonent,1,4,0,none
its bid,dobj,NOUN,approved,VERB,ccomp,approved,nonent,1,8,0,none
Carling O'Keefe Ltd.,pobj,PROPN,for,ADP,prep,approved,ORG,1,11,0,none
Elders IXL Ltd,nsubj,PROPN, ,SPACE,dep,said,ORG,1,0,0,purchaser
approved,nsubj,NOUN,approved,VERB,ccomp,approved,nonent,1,7,0,status
it,nsubj,PRON,buying,VERB,ccomp,buying,nonent,2,3,1,none
10.9 mln shares,dobj,NOUN,buying,VERB,ccomp,buying,nonent,1,-1,1,none
50.1 pct,conj,NOUN,shares,NOUN,dobj,buying,PERCENT,1,10,1,none
the Canadian subsidiary,pobj,NOUN,from,ADP,prep,buying,nonent,1,15,1,none
18 Canadian dlrs,pobj,NOUN,for,ADP,prep,announced,MONEY,1,23,1,none
Rothmans International Plc,pobj,PROPN,of,ADP,prep,buying,ORG,1,19,1,seller
a portion,dobj,NOUN,sell,VERB,xcomp,sell,nonent,1,12,0,none
its charitable holdings,pobj,NOUN,of,ADP,prep,sell,nonent,1,15,0,none
Sun common stock,pobj,NOUN,of,ADP,prep,holds,nonent,1,-1,0,none
which,pobj,PRON,of,ADP,prep,holds,nonent,1,23,0,none
it,nsubj,PRON,holds,VERB,relcl,holds,nonent,5,24,0,none
the outstanding shares,pobj,NOUN,of,ADP,prep,holds,nonent,1,-1,0,none
Sun Co,conj,PROPN,Co,PROPN,nsubj,said,ORG,1,4,0,acquired
Glenmede Trust Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
plans to sell,xcomp,VERB,plans,VERB,ccomp,plans,nonent,1,9,0,status
They,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
the sales,nsubj,NOUN,exceed,VERB,ccomp,made,nonent,2,-1,1,none
the market,pobj,NOUN,in,ADP,prep,made,nonent,1,8,1,none
prevailing market conditions,pobj,NOUN,to,ADP,prep,prevailing,nonent,1,-1,1,none
2.5 pct,dobj,NOUN,exceed,VERB,ccomp,exceed,PERCENT,1,18,1,none
Sun's 107.7 mln outstanding common shares,pobj,NOUN,of,ADP,prep,exceed,nonent,1,-1,1,none
it,nsubj,PRON,held,VERB,ccomp,held,nonent,5,4,0,none
a privately-held company,pobj,NOUN,with,ADP,prep,held,nonent,1,10,0,none
a possible acquisition,dobj,NOUN,convening,VERB,acl,convening,nonent,1,-1,0,none
a privately-held company,punct,PUNCT,held,VERB,amod,held,nonent,1,10,0,acquired
Molecular Genetics Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
preliminary discussions,dobj,NOUN,held,VERB,ccomp,held,nonent,1,7,0,status
No agreement,nsubjpass,NOUN,reached,VERB,ccomp,reached,nonent,1,-1,1,none
principle,pobj,NOUN,in,ADP,prep,reached,nonent,2,3,1,none
serious negotiations,nsubj,NOUN,begun,VERB,conj,begun,nonent,1,8,1,none
material terms,pobj,NOUN,on,ADP,prep,begun,nonent,1,11,1,none
Robert Auritt,nsubj,PROPN,said,VERB,ROOT,said,PERSON,1,-1,1,none
acting co-chief executive officer,appos,NOUN,Auritt,PROPN,nsubj,acting,nonent,1,19,1,none
co,conj,NOUN,officer,NOUN,appos,acting,nonent,5,-1,1,none
-,conj,NOUN,officer,NOUN,appos,acting,nonent,3,-1,1,none
president,conj,NOUN,officer,NOUN,appos,acting,nonent,1,-1,1,none
it,nsubj,PRON,raised,VERB,ccomp,raised,nonent,4,12,0,none
the equivalent,pobj,NOUN,to,ADP,prep,raised,nonent,1,20,0,none
"1,026,261 shares",pobj,NOUN,of,ADP,prep,raised,nonent,1,-1,0,none
9.4 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,26,0,none
the total,pobj,NOUN,of,ADP,prep,raised,nonent,1,-1,0,none
"884,061 shares",pobj,NOUN,from,ADP,prep,raised,nonent,1,-1,0,none
8.2 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,-1,0,none
Allegheny International,pobj,PROPN,in,ADP,prep,raised,ORG,1,17,0,acquired
An investor group led by New York money manager Mario Gabelli,pobj,PROPN,by,ADP,agent,led,nonent,1,0,0,purchaser
raised its stake,dobj,NOUN,raised,VERB,ccomp,raised,nonent,1,13,0,status
a filing,pobj,NOUN,In,ADP,prep,said,nonent,1,1,1,none
the Securities and Exchange Commission,pobj,PROPN,with,ADP,prep,said,ORG,1,-1,1,none
companies,conj,NOUN,Gabelli,PROPN,nsubj,controls,nonent,1,11,1,none
he,nsubj,PRON,controls,VERB,relcl,controls,nonent,10,12,1,none
they,nsubj,PRON,bought,VERB,ccomp,bought,nonent,1,15,1,none
a total,dobj,NOUN,bought,VERB,ccomp,bought,nonent,1,17,1,none
"142,200 Allegheny common shares",pobj,NOUN,of,ADP,prep,bought,nonent,1,20,1,none
March,pobj,PROPN,between,ADP,prep,bought,nonent,1,25,1,none
April,conj,PROPN,March,PROPN,pobj,bought,nonent,1,28,1,none
prices,pobj,NOUN,at,ADP,prep,ranging,nonent,1,31,1,none
24.875 dlrs,pobj,NOUN,to,ADP,prep,ranging,MONEY,1,36,1,none
it,nsubj,PRON,reached,VERB,ccomp,reached,nonent,12,5,0,none
all differences,dobj,NOUN,resolving,VERB,acl,resolving,nonent,1,14,0,none
the two companies,pobj,NOUN,between,ADP,prep,resolving,nonent,1,-1,0,none
CTS Corp,pobj,PROPN,with,ADP,prep,reached,ORG,1,11,0,acquired
Dynamics Corp of America,pobj,PROPN,of,ADP,prep,said,ORG,1,0,0,purchaser
reached an agreement,dobj,NOUN,reached,VERB,ccomp,reached,nonent,1,7,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
a result,pobj,NOUN,as,ADP,prep,stopped,nonent,1,3,1,none
the settlement,pobj,NOUN,of,ADP,prep,stopped,nonent,1,-1,1,none
CTS's special board committee,nsubj,NOUN,stopped,VERB,ccomp,stopped,nonent,1,8,1,none
orders,dobj,NOUN,soliciting,VERB,xcomp,soliciting,nonent,1,15,1,none
some,dobj,PRON,purchase,VERB,acl,purchase,nonent,1,18,1,none
all,conj,PRON,some,PRON,dobj,purchase,nonent,2,20,1,none
it,nsubj,PRON,entered,VERB,ccomp,entered,nonent,3,5,0,none
discussions,pobj,NOUN,into,ADP,prep,entered,nonent,1,9,0,none
a view,pobj,NOUN,with,ADP,prep,entered,nonent,1,11,0,none
a company,appos,NOUN,Engineering,PROPN,dobj,based,nonent,1,20,0,none
Northern Engineering and Testing Inc,dobj,PROPN,acquiring,VERB,pcomp,acquiring,ORG,1,15,0,acquired
northwestern United States,pobj,PROPN,in,ADP,prep,based,nonent,1,-1,0,acqloc
Huntingdon International Holdings plc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Kurt A. Becher GmbH,appos,PROPN,One,NUM,nsubj,said,ORG,1,9,0,none
the U.S.,pobj,PROPN,of,ADP,prep,taking,nonent,1,20,0,none
it,dobj,PRON,taking,VERB,ccomp,taking,nonent,2,24,0,none
Kurt A. Becher GmbH and Co KG,conj,PROPN,GmbH,PROPN,appos,said,nonent,1,-1,0,acquired
feedstuff and grain,cc,CCONJ,feedstuff,NOUN,nmod,said,nonent,1,5,0,acqbus
ConAgra Inc,nsubj,PROPN,taking,VERB,ccomp,taking,ORG,1,17,0,purchaser
Chevron Petroleum (U.K.) Ltd,nsubj,PROPN,said,VERB,relcl,said,ORG,1,2,0,none
it,nsubj,PRON,sold,VERB,ccomp,sold,nonent,2,7,0,none
interests,dobj,NOUN,sold,VERB,ccomp,sold,nonent,2,9,0,none
part,conj,NOUN,interests,NOUN,dobj,sold,nonent,3,16,0,none
a third block,pobj,NOUN,of,ADP,prep,sold,nonent,1,18,0,none
Scottish Resources Ltd.,conj,PROPN,Midland,PROPN,pobj,sold,nonent,1,24,0,none
North Sea blocks,prep,ADP,interests,NOUN,dobj,sold,nonent,1,12,0,acquired
Midland and Scottish Resources Ltd,pobj,PROPN,to,ADP,dative,sold,nonent,1,22,0,purchaser
Chevron Petroleum (U.K.) Ltd,nmod,PROPN,Ltd,PROPN,nsubj,said,ORG,1,2,0,seller
The two firms,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
they,nsubj,PRON,signed,VERB,ccomp,signed,nonent,1,4,1,none
an agreement,dobj,NOUN,signed,VERB,ccomp,signed,nonent,1,7,1,none
which,nsubj,PRON,transfers,VERB,relcl,transfers,nonent,2,9,1,none
Chevron's interests,dobj,NOUN,transfers,VERB,relcl,transfers,nonent,1,-1,1,none
29.41 pct,dobj,NOUN,comprising,VERB,acl,comprising,PERCENT,2,14,1,none
block,pobj,NOUN,in,ADP,prep,comprising,nonent,8,17,1,none
29.41 pct,conj,NOUN,pct,NOUN,dobj,comprising,PERCENT,2,14,1,none
block,pobj,NOUN,in,ADP,prep,comprising,nonent,8,17,1,none
part,conj,NOUN,pct,NOUN,conj,comprising,nonent,3,31,1,none
block,pobj,NOUN,of,ADP,prep,comprising,nonent,8,17,1,none
licence p234,pobj,NOUN,under,ADP,prep,comprising,nonent,2,-1,1,none
Nutone,nmod,PROPN,subsidiaries,NOUN,dobj,sell,ORG,3,14,0,acquired
,punct,PUNCT,said,VERB,ROOT,said,nonent,999,0,0,purchaser
400 mln dlrs,pobj,NOUN,for,ADP,prep,sell,MONEY,1,23,0,seller
"R: ""Valor PLC"" / ""Valor",pobj,PROPN,to,ADP,dative,sell,nonent,0,20,0,status
Nutone,pobj,PROPN,from,ADP,prep,recieve,ORG,3,16,1,acquired
": ""Yale",conj,PROPN,Nutone,PROPN,pobj,recieve,nonent,0,18,1,acqbus
,punct,PUNCT,said,VERB,ROOT,said,nonent,999,0,1,purchaser
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,3,6,0,none
its previously announced plan,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,9,0,none
acquisition,pobj,NOUN,of,ADP,prep,completed,nonent,1,14,0,none
a new Delaware-chartered bank holding company,nsubj,NOUN,parent,NOUN,ccomp,chartered,nonent,1,16,0,none
Society for Savings Bancorp Inc,pobj,PROPN,for,ADP,prep,said,ORG,1,0,0,acquired
Conneticut,ccomp,PROPN,making,VERB,advcl,making,ORG,1,25,0,acqloc
Delaware-chartered bank holding company,npadvmod,NOUN,holding,VERB,amod,holding,nonent,1,18,0,purchaser
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,8,0,status
A group,nsubj,NOUN,told,VERB,ROOT,controlled,nonent,1,0,0,none
the Securities and Exchange Commission,dobj,PROPN,told,VERB,ROOT,told,ORG,1,10,0,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,7,15,0,none
"168,500 shares",dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,18,0,none
5.02 pct,conj,NOUN,shares,NOUN,dobj,acquired,PERCENT,1,25,0,none
the total outstanding common stock,pobj,NOUN,of,ADP,prep,acquired,nonent,1,-1,0,none
Pizza Inn Inc,pobj,PROPN,of,ADP,prep,acquired,ORG,1,-1,0,acquired
Saul Steinberg,pobj,PROPN,by,ADP,agent,controlled,PERSON,1,7,0,purchaser
acquired,ccomp,VERB,told,VERB,ROOT,told,nonent,1,17,0,status
The group,nsubj,NOUN,said,VERB,ROOT,includes,nonent,1,-1,1,none
which,nsubj,PRON,includes,VERB,relcl,includes,nonent,1,2,1,none
Reliance Financial Serivces Corp,dobj,PROPN,includes,VERB,relcl,includes,ORG,1,-1,1,none
a subsidiary,appos,NOUN,Corp,PROPN,dobj,includes,nonent,1,8,1,none
Reliance Group Holdings Inc,pobj,PROPN,of,ADP,prep,includes,ORG,1,11,1,none
it,nsubj,PRON,bought,VERB,ccomp,bought,nonent,7,17,1,none
the stock,dobj,NOUN,bought,VERB,ccomp,bought,nonent,2,19,1,none
an investment,pobj,NOUN,as,ADP,prep,bought,nonent,1,-1,1,none
Pa.,appos,PROPN,Chester,PROPN,nmod,told,GPE,1,-1,0,none
the Securities and Exchange Commission,dobj,PROPN,told,VERB,ROOT,told,ORG,1,11,0,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,3,16,0,none
"44,600 shares",dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,19,0,none
preferred stock,pobj,NOUN,of,ADP,prep,acquired,nonent,2,22,0,none
10.8 pct,conj,NOUN,shares,NOUN,dobj,acquired,PERCENT,1,30,0,none
the total,pobj,NOUN,of,ADP,prep,acquired,nonent,1,-1,0,none
Piezo Electric Products Inc,pobj,PROPN,in,ADP,prep,acquired,ORG,1,-1,0,acquired
Corporate Life Insurance Co,nsubj,PROPN,told,VERB,ROOT,told,ORG,1,-1,0,purchaser
acquired,conj,PROPN,Securities,PROPN,nmod,told,nonent,1,18,0,status
Corporate insurance,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
it,nsubj,PRON,bought,VERB,ccomp,bought,nonent,3,3,1,none
the cumulative convertible preferred stock stake,dobj,NOUN,bought,VERB,ccomp,bought,nonent,1,5,1,none
"199,690 dlrs",pobj,NOUN,for,ADP,prep,bought,MONEY,1,12,1,none
investment purposes,pobj,NOUN,for,ADP,prep,bought,nonent,1,-1,1,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,5,3,0,none
the acquisition,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,5,0,none
3.92 mln dlrs,pobj,NOUN,for,ADP,prep,completed,MONEY,1,-1,0,none
Video Monitors Inc,pobj,PROPN,of,ADP,prep,completed,ORG,1,8,0,acquired
Dotronix Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,4,0,status
a privately-owned Wisconsin-based manufacturer,attr,NOUN,is,AUX,ROOT,owned,nonent,1,3,1,none
video display and and video monitor devices,pobj,NOUN,of,ADP,prep,owned,nonent,1,-1,1,acqbus
Safety-Kleen Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,3,3,0,none
the acquisition,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,5,0,none
an 80 pct interest,pobj,NOUN,of,ADP,prep,completed,nonent,1,8,0,none
stock,pobj,NOUN,in,ADP,prep,completed,nonent,1,21,0,none
cash,conj,NOUN,stock,NOUN,pobj,completed,nonent,1,-1,0,none
BresLube Enterprises,pobj,PROPN,in,ADP,prep,completed,ORG,1,-1,0,acquired
12 mln dlrs,advmod,ADV,mln,NUM,nummod,completed,nonent,1,17,0,drlamt
Safety-Kleen Corp,punct,PROPN,Corp,PROPN,nsubj,said,ORG,1,0,0,purchaser
completed,ROOT,VERB,said,VERB,ROOT,completed,nonent,1,4,0,status
auto garages,pobj,NOUN,from,ADP,prep,collects,nonent,1,-1,1,none
car dealers,conj,NOUN,garages,NOUN,pobj,collects,nonent,1,11,1,none
other businesses,conj,NOUN,dealers,NOUN,conj,collects,nonent,1,-1,1,none
it,dobj,PRON,refines,VERB,conj,refines,nonent,3,18,1,none
resale,pobj,NOUN,for,ADP,prep,refines,nonent,1,-1,1,none
collects used lubricating oils,ROOT,VERB,collects,VERB,ROOT,re,nonent,1,4,1,acqbus
Toronto,pobj,PROPN,in,ADP,prep,based,GPE,1,-1,1,acqloc
it,nsubj,PRON,had,VERB,ccomp,had,nonent,7,4,0,none
no comment,dobj,NOUN,had,VERB,ccomp,had,nonent,2,6,0,none
it,nsubj,PRON,received,VERB,relcl,received,nonent,7,4,0,none
52 dlrs cash,pobj,NOUN,for,ADP,prep,buy,nonent,1,21,0,none
share,pobj,NOUN,per,ADP,prep,buy,nonent,5,-1,0,none
USAir Group Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Trans World Airlines,pobj,PROPN,from,ADP,prep,received,ORG,1,14,0,purchaser
offer,pobj,NOUN,on,ADP,prep,received,nonent,6,10,0,status
USAir spokesman David Shipley,nsubj,PROPN,declined,VERB,ROOT,declined,nonent,1,0,1,none
comment,dobj,NOUN,declined,VERB,ROOT,declined,nonent,4,6,1,none
Piedmont Aviation Inc,pobj,PROPN,on,ADP,prep,declined,ORG,1,8,1,none
it,nsubj,PRON,exchanged,VERB,ccomp,exchanged,nonent,2,4,0,none
4.5 mln common shares,dobj,NOUN,exchanged,VERB,ccomp,exchanged,nonent,1,6,0,none
21 pct,pobj,NOUN,for,ADP,prep,exchanged,PERCENT,1,11,0,none
Calif.,appos,PROPN,Clara,PROPN,pobj,owned,GPE,1,22,0,none
Alliance Semiconductor Corp,pobj,PROPN,of,ADP,prep,owned,ORG,1,16,0,acquired
"Santa Clara, Calif",pobj,PROPN,of,ADP,prep,owned,nonent,1,-1,0,acqloc
Piosec Technology Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
the acquisition,pobj,NOUN,Followin,ADP,prep,has,nonent,1,-1,1,none
a Piosec spokesman,nsubj,NOUN,said,VERB,parataxis,said,nonent,1,3,1,none
the company,nsubj,NOUN,has,VERB,ROOT,has,nonent,1,7,1,none
6.5 mln shares,dobj,NOUN,has,VERB,ROOT,has,nonent,1,10,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,1,3,0,none
exchange,pobj,NOUN,in,ADP,prep,acquire,nonent,1,14,0,none
an undisclosed amount,pobj,NOUN,for,ADP,prep,acquire,nonent,1,16,0,none
Link Technologies Inc,compound,PROPN,Inc,PROPN,dobj,acquire,ORG,1,10,0,acquired
Wyse Technology,nsubj,PROPN,said,VERB,ROOT,said,ORG,2,0,0,purchaser
agreed in principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,4,0,status
computer terminals,dobj,NOUN,markets,VERB,conj,markets,nonent,1,-1,1,acqbus
who,nsubj,PRON,seeking,VERB,relcl,seeking,nonent,1,10,0,none
a hostile tender offer,pobj,NOUN,in,ADP,prep,acquire,nonent,1,-1,0,none
they,nsubj,PRON,lowered,VERB,ccomp,lowered,nonent,1,25,0,none
their stake,dobj,NOUN,lowered,VERB,ccomp,lowered,nonent,1,27,0,none
the company,pobj,NOUN,in,ADP,prep,lowered,nonent,2,-1,0,none
Burlington Industries Inc,dobj,PROPN,acquire,VERB,xcomp,acquire,ORG,1,16,0,acquired
Asher Edelman,nsubj,PROPN,said,VERB,ROOT,seeking,PERSON,1,3,0,seller
Dominion Textile Inc,conj,PROPN,Edelman,PROPN,nsubj,seeking,ORG,1,6,0,status
a filing,pobj,NOUN,In,ADP,prep,said,nonent,1,1,1,none
the Secruties and Exchange Commission,pobj,PROPN,with,ADP,prep,said,ORG,1,-1,1,none
the Edelman/Dominion group,nsubj,NOUN,said,VERB,ROOT,known,nonent,2,-1,1,none
Samjens Acqusition Corp,pobj,PROPN,as,ADP,prep,known,ORG,1,-1,1,none
it,nsubj,PRON,sold,VERB,ccomp,sold,nonent,11,18,1,none
options,dobj,NOUN,sold,VERB,ccomp,sold,nonent,2,20,1,none
"258,800 Burlington common shares",dobj,NOUN,buy,VERB,acl,buy,nonent,1,-1,1,none
its stake,dobj,NOUN,reducing,VERB,advcl,reducing,nonent,1,28,1,none
the company,pobj,NOUN,in,ADP,prep,reducing,nonent,2,31,1,none
"3,408,813 shares",pobj,NOUN,to,ADP,prep,reducing,nonent,1,-1,1,none
12.33 pct,conj,NOUN,shares,NOUN,pobj,reducing,PERCENT,1,-1,1,none
"3,667,313 shares",pobj,NOUN,from,ADP,prep,reducing,nonent,1,-1,1,none
